1;1;0
2;1;0
3;1;0
4;1;0
5;1;0
6;1;0
7;1;0
8;1;0
9;1;0
10;1;0
11;1;0
12;1;0
13;1;0
14;1;0
15;1;0
16;1;0
17;1;0
18;1;0
19;1;0
20;1;0
21;1;0
22;1;0
23;1;0
24;1;1
25;1;1
26;1;1
27;1;1
28;1;1
29;1;1
30;1;1
31;1;1
32;1;1
33;1;1
34;1;1
35;1;1
36;1;1
37;1;1
38;1;1
39;2;0
40;2;0
41;2;0
42;2;0
43;2;0
44;2;0
45;2;0
46;2;0
47;2;0
48;2;0
49;2;0
50;2;0
51;2;0
52;2;0
53;2;0
54;2;0
55;2;0
56;2;0
57;2;0
58;2;0
59;2;0
60;2;0
61;2;0
62;2;0
63;2;0
64;2;0
65;2;0
66;2;0
67;2;0
68;2;0
69;2;0
70;2;0
71;2;0
72;2;0
73;2;0
74;2;0
75;2;0
76;2;0
77;2;0
78;2;0
79;2;0
80;2;0
81;2;0
82;2;0
83;2;0
84;2;0
85;2;0
86;2;0
87;2;0
88;2;0
89;2;1
90;2;1
91;2;1
92;2;1
93;2;1
94;2;1
95;2;1
96;2;1
97;2;1
98;2;1
99;2;1
100;2;1
101;2;1
102;3;0
103;3;0
104;3;0
105;3;0
106;3;0
107;3;0
108;3;0
109;3;0
110;3;0
111;3;0
112;3;0
113;3;0
114;3;0
115;3;0
116;3;0
117;3;0
118;3;0
119;3;0
120;3;0
121;3;0
122;3;0
123;3;0
124;3;0
125;3;0
126;3;0
127;3;0
128;3;0
129;3;0
130;3;0
131;3;0
132;3;0
133;3;0
134;3;0
135;3;0
136;3;0
137;3;0
138;3;0
139;3;0
140;3;0
141;3;0
142;3;0
143;3;0
144;3;1
145;3;1
146;3;1
147;3;1
148;3;1
149;3;1
150;3;1
151;3;1
152;3;1
153;3;1
154;3;1
155;3;1
156;3;1
157;3;1
158;3;1
159;3;1
160;3;1
161;3;1
162;3;1
163;3;1
164;4;0
165;4;0
166;4;0
167;4;0
168;4;0
169;4;0
170;4;0
171;4;0
172;4;0
173;4;0
174;4;0
175;4;0
176;4;0
177;4;0
178;4;0
179;4;0
180;4;0
181;4;0
182;4;0
183;4;0
184;4;0
185;4;0
186;4;0
187;4;0
188;4;0
189;4;0
190;4;0
191;4;0
192;4;0
193;4;0
194;4;0
195;4;0
196;4;0
197;4;0
198;4;0
199;4;0
200;4;0
201;4;0
202;4;0
203;4;0
